Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
PSL,PowerShares DWA Consumer Staples Momentum Portfolio,PowerShares DWA Consumer Staples Momentum Portfolio,G,N,N,100.0,Y,N
PSMT,"PriceSmart, Inc. ","PriceSmart, Inc. - Common Stock",Q,N,N,100.0,N,N
PSTB,Park Sterling Corporation ,Park Sterling Corporation - Common Stock,Q,N,N,100.0,N,N
PSTI,"Pluristem Therapeutics, Inc. ","Pluristem Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
PTC,PTC Inc. ,PTC Inc. - Common Stock,Q,N,N,100.0,N,N
PTCT,"PTC Therapeutics, Inc. ","PTC Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
PTEN,Patterson,"Patterson-UTI Energy, Inc. - Common Stock",Q,N,N,100.0,N,N
PTF,PowerShares DWA Technology Momenum Portfolio,PowerShares DWA Technology Momenum Portfolio,G,N,N,100.0,Y,N
PTGX,"Protagonist Therapeutics, Inc. ","Protagonist Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
PTH,PowerShares DWA Healthcare Momentum Portfolio,PowerShares DWA Healthcare Momentum Portfolio,G,N,N,100.0,Y,N
PTI,"Proteostasis Therapeutics, Inc. ","Proteostasis Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
PTIE,Pain Therapeutics ,Pain Therapeutics - Common Stock,Q,N,D,100.0,N,N
PTLA,"Portola Pharmaceuticals, Inc. ","Portola Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
PTNR,Partner Communications Company Ltd. ,"Partner Communications Company Ltd. - American Depositary Shares, each representing one ordinary share",Q,N,N,100.0,N,N
PTSI,"P.A.M. Transportation Services, Inc. ","P.A.M. Transportation Services, Inc. - Common Stock",G,N,N,100.0,N,N
PTX,"Pernix Therapeutics Holdings, Inc. ","Pernix Therapeutics Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
PTXP,"PennTex Midstream Partners, LP ","PennTex Midstream Partners, LP - Common Units Representing Limited Partnership Interests",Q,N,N,100.0,N,N
PUB,People's Utah Bancorp ,People's Utah Bancorp - Common Stock,S,N,N,100.0,N,N
PUI,PowerShares DWA Utilities Momentum Portfolio,PowerShares DWA Utilities Momentum Portfolio,G,N,N,100.0,Y,N
PULM,"Pulmatrix, Inc. ","Pulmatrix, Inc. - Common Stock",G,N,N,100.0,N,N
PVAC,Penn Virginia Corporation ,Penn Virginia Corporation - Common Stock,Q,N,N,100.0,N,N
PVBC,"Provident Bancorp, Inc. ","Provident Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
PVTB,"PrivateBancorp, Inc. ","PrivateBancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
PVTBP,"PrivateBancorp, Inc. ","PrivateBancorp, Inc. - PrivateBancorp Capital Trust IV - 10% Trust Preferred",Q,N,N,100.0,N,N
PWOD,"Penns Woods Bancorp, Inc. ","Penns Woods Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
PXI,PowerShares DWA Energy Momentum Portfolio,PowerShares DWA Energy Momentum Portfolio,G,N,N,100.0,Y,N
PXLW,"Pixelworks, Inc. ","Pixelworks, Inc. - Common Stock",G,N,N,100.0,N,N
PXS,Pyxis Tankers Inc. ,Pyxis Tankers Inc. - Common Stock,S,N,N,100.0,N,N
PY,Principal Shareholder Yield Index ETF,Principal Shareholder Yield Index ETF,G,N,N,100.0,Y,N
PYDS,"Payment Data Systems, Inc. ","Payment Data Systems, Inc. - Common Stock",S,N,D,100.0,N,N
PYPL,"PayPal Holdings, Inc. ","PayPal Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
PYZ,PowerShares DWA Basic Materials Momentum Portfolio,PowerShares DWA Basic Materials Momentum Portfolio,G,N,N,100.0,Y,N
PZRX,"PhaseRx, Inc. ","PhaseRx, Inc. - Common Stock",S,N,N,100.0,N,N
PZZA,"Papa John's International, Inc. ","Papa John's International, Inc. - Common Stock",Q,N,N,100.0,N,N
QADA,QAD Inc. ,QAD Inc. - Class A Common Stock,Q,N,N,100.0,N,N
QADB,QAD Inc. ,QAD Inc. - Common Stock,Q,N,N,100.0,N,N
QAT,iShares MSCI Qatar Capped ETF,iShares MSCI Qatar Capped ETF,G,N,N,100.0,Y,N
QBAK,Qualstar Corporation ,Qualstar Corporation - Common Stock,S,N,N,100.0,N,N
QCOM,QUALCOMM Incorporated ,QUALCOMM Incorporated - Common Stock,Q,N,N,100.0,N,N
QCRH,"QCR Holdings, Inc. ","QCR Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
QDEL,Quidel Corporation ,Quidel Corporation - Common Stock,Q,N,N,100.0,N,N
QGEN,Qiagen N.V. ,Qiagen N.V. - Common Shares,Q,N,N,100.0,N,N
QINC,First Trust RBA Quality Income ETF,First Trust RBA Quality Income ETF,G,N,N,100.0,Y,N
QIWI,QIWI plc ,QIWI plc - American Depositary Shares,Q,N,N,100.0,N,N
QLYS,"Qualys, Inc. ","Qualys, Inc. - Common Stock",Q,N,N,100.0,N,N
QNST,"QuinStreet, Inc. ","QuinStreet, Inc. - Common Stock",Q,N,N,100.0,N,N
QPAC,Quinpario Acquisition Corp. 2 ,Quinpario Acquisition Corp. 2 - Common Stock,S,N,D,100.0,N,N
QPACU,Quinpario Acquisition Corp. 2 ,Quinpario Acquisition Corp. 2 - Unit,S,N,D,100.0,N,N
QPACW,Quinpario Acquisition Corp. 2 ,Quinpario Acquisition Corp. 2 - Warrant,S,N,D,100.0,N,N
QQQ,"PowerShares QQQ Trust, Series 1","PowerShares QQQ Trust, Series 1",G,N,N,100.0,Y,N
QQQC,Global X NASDAQ China Technology ETF,Global X NASDAQ China Technology ETF,G,N,N,100.0,Y,N
QRHC,Quest Resource Holding Corporation. ,Quest Resource Holding Corporation. - Common Stock,S,N,N,100.0,N,N
QRVO,"Qorvo, Inc. ","Qorvo, Inc. - Common Stock",Q,N,N,100.0,N,N
QSII,"Quality Systems, Inc. ","Quality Systems, Inc. - Common Stock",Q,N,N,100.0,N,N
QTNA,"Quantenna Communications, Inc. ","Quantenna Communications, Inc. - Common Stock",Q,N,N,100.0,N,N
QTNT,Quotient Limited ,Quotient Limited - Ordinary Shares,G,N,N,100.0,N,N
QUIK,QuickLogic Corporation ,QuickLogic Corporation - Common Stock,G,N,N,100.0,N,N
QUMU,Qumu Corporation ,Qumu Corporation - Common Stock,Q,N,N,100.0,N,N
QURE,uniQure N.V. ,uniQure N.V. - Ordinary Shares,Q,N,N,100.0,N,N
QVCA,Liberty Interactive Corporation ,Liberty Interactive Corporation - Series A QVC Group Common Stock,Q,N,N,100.0,N,N
QVCB,Liberty Interactive Corporation ,Liberty Interactive Corporation - Series B QVC Group Common Stock,Q,N,N,100.0,N,N
QYLD,Horizons NASDAQ,Horizons NASDAQ-100 Covered Call ETF,G,N,N,100.0,Y,N
RADA,RADA Electronic Industries Ltd. ,RADA Electronic Industries Ltd. - Ordinary Shares,S,N,N,100.0,N,N
RAIL,"Freightcar America, Inc. ","Freightcar America, Inc. - Common Stock",Q,N,N,100.0,N,N
RAND,Rand Capital Corporation ,Rand Capital Corporation - Common Stock ($0.10 Par Value),S,N,N,100.0,N,N
RARE,Ultragenyx Pharmaceutical Inc. ,Ultragenyx Pharmaceutical Inc. - Common Stock,Q,N,N,100.0,N,N
RARX,"Ra Pharmaceuticals, Inc. ","Ra Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
RAVE,"Rave Restaurant Group, Inc. ","Rave Restaurant Group, Inc. - Common Stock",S,N,D,100.0,N,N
RAVN,"Raven Industries, Inc. ","Raven Industries, Inc. - Common Stock",Q,N,N,100.0,N,N
RBCAA,"Republic Bancorp, Inc. ","Republic Bancorp, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
RBCN,"Rubicon Technology, Inc. ","Rubicon Technology, Inc. - Common Stock",S,N,D,100.0,N,N
RBPAA,"Royal Bancshares of Pennsylvania, Inc. ","Royal Bancshares of Pennsylvania, Inc. - Class A Common Stock",G,N,N,100.0,N,N
RCII,Rent,Rent-A-Center Inc. - Common Stock,Q,N,N,100.0,N,N
RCKY,"Rocky Brands, Inc. ","Rocky Brands, Inc. - Common Stock",Q,N,N,100.0,N,N
RCM,R1 RCM Inc. ,R1 RCM Inc. - Common Stock,S,N,N,100.0,N,N
RCMT,"RCM Technologies, Inc. ","RCM Technologies, Inc. - Common Stock",G,N,N,100.0,N,N
RCON,"Recon Technology, Ltd. ","Recon Technology, Ltd. - Ordinary Shares",S,N,N,100.0,N,N
RDCM,Radcom Ltd. ,Radcom Ltd. - Ordinary Shares,S,N,N,100.0,N,N
RDHL,Redhill Biopharma Ltd. ,Redhill Biopharma Ltd. - American Depositary Shares,S,N,N,100.0,N,N
RDI,Reading International Inc ,Reading International Inc - Class A Non-voting Common Stock,S,N,N,100.0,N,N
RDIB,Reading International Inc ,Reading International Inc - Class B Voting Common Stock,S,N,N,100.0,N,N
RDNT,"RadNet, Inc. ","RadNet, Inc. - Common Stock",G,N,N,100.0,N,N
RDUS,"Radius Health, Inc. ","Radius Health, Inc. - Common Stock",G,N,N,100.0,N,N
RDVY,First Trust Rising Dividend Achievers ETF,First Trust Rising Dividend Achievers ETF,G,N,N,100.0,Y,N
RDWR,Radware Ltd. ,Radware Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
RECN,"Resources Connection, Inc. ","Resources Connection, Inc. - Common Stock",Q,N,N,100.0,N,N
REFR,Research Frontiers Incorporated ,Research Frontiers Incorporated - Common Stock,S,N,N,100.0,N,N
REGI,"Renewable Energy Group, Inc. ","Renewable Energy Group, Inc. - Common Stock",Q,N,N,100.0,N,N
REGN,"Regeneron Pharmaceuticals, Inc. ","Regeneron Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
REIS,"Reis, Inc ","Reis, Inc - Common Stock",Q,N,N,100.0,N,N
RELL,"Richardson Electronics, Ltd. ","Richardson Electronics, Ltd. - Common Stock",Q,N,N,100.0,N,N
RELV,"Reliv' International, Inc. ","Reliv' International, Inc. - Common Stock",S,N,N,100.0,N,N
RELY,"Real Industry, Inc.  ","Real Industry, Inc.  - Common Stock",Q,N,N,100.0,N,N
REPH,"Recro Pharma, Inc. ","Recro Pharma, Inc. - Common Stock",S,N,N,100.0,N,N
RESN,Resonant Inc. ,Resonant Inc. - Common Stock,S,N,N,100.0,N,N
RETA,"Reata Pharmaceuticals, Inc. ","Reata Pharmaceuticals, Inc. - Class A Common Stock",G,N,N,100.0,N,N
REXX,Rex Energy Corporation ,Rex Energy Corporation - Common Stock,S,N,D,100.0,N,N
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,First Trust RiverFront Dynamic Asia Pacific ETF,G,N,N,100.0,Y,N
RFDI,First Trust RiverFront Dynamic Developed International ETF,First Trust RiverFront Dynamic Developed International ETF,G,N,N,100.0,Y,N
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,First Trust RiverFront Dynamic Emerging Markets ETF,G,N,N,100.0,Y,N
RFEU,First Trust RiverFront Dynamic Europe ETF,First Trust RiverFront Dynamic Europe ETF,G,N,N,100.0,Y,N
RFIL,"RF Industries, Ltd. ","RF Industries, Ltd. - Common Stock",G,N,N,100.0,N,N
RGCO,RGC Resources Inc. ,RGC Resources Inc. - Common Stock,G,N,N,100.0,N,N
RGEN,Repligen Corporation ,Repligen Corporation - Common Stock,Q,N,N,100.0,N,N
RGLD,"Royal Gold, Inc. ","Royal Gold, Inc. - Common Stock",Q,N,N,100.0,N,N
RGLS,Regulus Therapeutics Inc. ,Regulus Therapeutics Inc. - Common Stock,G,N,N,100.0,N,N
RGNX,REGENXBIO Inc. ,REGENXBIO Inc. - Common Stock,Q,N,N,100.0,N,N
RGSE,"Real Goods Solar, Inc. ","Real Goods Solar, Inc. - Class A Common Stock",S,N,D,100.0,N,N
RIBT,RiceBran Technologies ,RiceBran Technologies - Common Stock,S,N,D,100.0,N,N
RIBTW,RiceBran Technologies ,RiceBran Technologies - Warrant,S,N,D,100.0,N,N
RICK,"RCI Hospitality Holdings, Inc. ","RCI Hospitality Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
RIGL,"Rigel Pharmaceuticals, Inc. ","Rigel Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
RILY,"B. Riley Financial, Inc. ","B. Riley Financial, Inc. - Common Stock",G,N,N,100.0,N,N
RILYL,"B. Riley Financial, Inc. ","B. Riley Financial, Inc. - 7.50% Senior Notes",G,N,N,100.0,N,N
RKDA,"Arcadia Biosciences, Inc. ","Arcadia Biosciences, Inc. - Common Stock",G,N,D,100.0,N,N
RLJE,"RLJ Entertainment, Inc. ","RLJ Entertainment, Inc. - Common Stock",S,N,N,100.0,N,N
RLOG,"Rand Logistics, Inc. ","Rand Logistics, Inc. - Common Stock",S,N,D,100.0,N,N
RMBS,"Rambus, Inc. ","Rambus, Inc. - Common Stock",Q,N,N,100.0,N,N
RMCF,"Rocky Mountain Chocolate Factory, Inc. ","Rocky Mountain Chocolate Factory, Inc. - Common Stock",G,N,D,100.0,N,N
RMGN,RMG Networks Holding Corporation ,RMG Networks Holding Corporation - Common Stock,S,N,D,100.0,N,N
RMR,The RMR Group Inc. ,The RMR Group Inc. - Class A Common Stock,S,N,N,100.0,N,N
RMTI,"Rockwell Medical, Inc. ","Rockwell Medical, Inc. - Common Stock",G,N,N,100.0,N,N
RNDB,"Randolph Bancorp, Inc. ","Randolph Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N
RNET,"RigNet, Inc. ","RigNet, Inc. - Common Stock",Q,N,N,100.0,N,N
RNST,Renasant Corporation ,Renasant Corporation - Common Stock,Q,N,N,100.0,N,N
RNVA,"Rennova Health, Inc. ","Rennova Health, Inc. - Common Stock",S,N,D,100.0,N,N
RNVAZ,"Rennova Health, Inc. ","Rennova Health, Inc. - Warrant",S,N,D,100.0,N,N
RNWK,"RealNetworks, Inc. ","RealNetworks, Inc. - Common Stock",Q,N,N,100.0,N,N
ROBO,ROBO Global Robotics and Automation Index ETF,ROBO Global Robotics and Automation Index ETF,G,N,N,100.0,Y,N
ROCK,"Gibraltar Industries, Inc. ","Gibraltar Industries, Inc. - Common Stock",Q,N,N,100.0,N,N
ROIA,"Radio One, Inc. ","Radio One, Inc. - Class A Common Stock",S,N,N,100.0,N,N
ROIAK,"Radio One, Inc. ","Radio One, Inc. - Class D Common Stock",S,N,N,100.0,N,N
ROIC,Retail Opportunity Investments Corp. ,Retail Opportunity Investments Corp. - Common Stock,Q,N,N,100.0,N,N
ROKA,"Roka Bioscience, Inc. ","Roka Bioscience, Inc. - Common Stock",G,N,N,100.0,N,N
ROLL,RBC Bearings Incorporated ,RBC Bearings Incorporated - Common Stock,Q,N,N,100.0,N,N
ROSG,Rosetta Genomics Ltd. ,Rosetta Genomics Ltd. - Ordinary Shares,S,N,N,100.0,N,N
ROST,"Ross Stores, Inc. ","Ross Stores, Inc. - Common Stock",Q,N,N,100.0,N,N
RP,"RealPage, Inc. ","RealPage, Inc. - Common Stock",Q,N,N,100.0,N,N
RPD,"Rapid7, Inc. ","Rapid7, Inc. - Common Stock",G,N,N,100.0,N,N
RPRX,Repros Therapeutics Inc. ,Repros Therapeutics Inc. - Common Stock,S,N,N,100.0,N,N
RPXC,RPX Corporation ,RPX Corporation - Common Stock,Q,N,N,100.0,N,N
RRGB,"Red Robin Gourmet Burgers, Inc. ","Red Robin Gourmet Burgers, Inc. - Common Stock",Q,N,N,100.0,N,N
RRR,"Red Rock Resorts, Inc. ","Red Rock Resorts, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
RSYS,RadiSys Corporation ,RadiSys Corporation - Common Stock,Q,N,N,100.0,N,N
RTIX,"RTI Surgical, Inc. ","RTI Surgical, Inc. - Common Stock",Q,N,N,100.0,N,N
RTK,"Rentech, Inc. ","Rentech, Inc. - Common Stock",S,N,N,100.0,N,N
RTNB,"root9B Holdings, Inc.  ","root9B Holdings, Inc.  - Common Stock",S,N,N,100.0,N,N
RTRX,"Retrophin, Inc. ","Retrophin, Inc. - Common Stock",G,N,N,100.0,N,N
RTTR,"Ritter Pharmaceuticals, Inc. ","Ritter Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
RUN,Sunrun Inc. ,Sunrun Inc. - Common Stock,Q,N,N,100.0,N,N
RUSHA,"Rush Enterprises, Inc. ","Rush Enterprises, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
RUSHB,"Rush Enterprises, Inc. ","Rush Enterprises, Inc. - Class B Common Stock",Q,N,N,100.0,N,N
RUTH,"Ruth's Hospitality Group, Inc. ","Ruth's Hospitality Group, Inc. - Common Stock",Q,N,N,100.0,N,N
RVEN,"Reven Housing REIT, Inc. ","Reven Housing REIT, Inc. - Common Stock",S,N,N,100.0,N,N
RVLT,"Revolution Lighting Technologies, Inc. ","Revolution Lighting Technologies, Inc. - Common Stock",S,N,N,100.0,N,N
RVNC,"Revance Therapeutics, Inc. ","Revance Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
RVSB,Riverview Bancorp Inc ,Riverview Bancorp Inc - Common Stock,Q,N,N,100.0,N,N
RWLK,ReWalk Robotics Ltd ,ReWalk Robotics Ltd - Ordinary Shares,G,N,D,100.0,N,N
RXDX,"Ignyta, Inc. ","Ignyta, Inc. - Common Stock",S,N,N,100.0,N,N
RXII,RXi Pharmaceuticals Corporation ,RXi Pharmaceuticals Corporation - Common Stock,S,N,D,100.0,N,N
RXIIW,RXi Pharmaceuticals Corporation ,RXi Pharmaceuticals Corporation - Warrants,S,N,N,100.0,N,N
RYAAY,Ryanair Holdings plc ,"Ryanair Holdings plc - American Depositary Shares, each representing five Ordinary Shares",Q,N,N,100.0,N,N
SABR,Sabre Corporation ,Sabre Corporation - Common Stock,Q,N,N,100.0,N,N
SAEX,"SAExploration Holdings, Inc. ","SAExploration Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
SAFM,"Sanderson Farms, Inc. ","Sanderson Farms, Inc. - Common Stock",Q,N,N,100.0,N,N
SAFT,"Safety Insurance Group, Inc. ","Safety Insurance Group, Inc. - Common Stock",Q,N,N,100.0,N,N
SAGE,"Sage Therapeutics, Inc. ","Sage Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
SAIA,"Saia, Inc. ","Saia, Inc. - Common Stock",Q,N,N,100.0,N,N
SAJA,"Sajan, Inc. ","Sajan, Inc. - Common Stock",S,N,N,100.0,N,N
SAL,"Salisbury Bancorp, Inc. ","Salisbury Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
SALE,"RetailMeNot, Inc. ","RetailMeNot, Inc. - Series 1 Common Stock",Q,N,N,100.0,N,N
SALM,"Salem Media Group, Inc. ","Salem Media Group, Inc. - Class A Common Stock",G,N,N,100.0,N,N
SAMG,Silvercrest Asset Management Group Inc. ,Silvercrest Asset Management Group Inc. - Common Stock,G,N,N,100.0,N,N
SANM,Sanmina Corporation ,Sanmina Corporation - Common Stock,Q,N,N,100.0,N,N
SANW,S&W Seed Company ,S&W Seed Company - Common Stock,S,N,N,100.0,N,N
SASR,"Sandy Spring Bancorp, Inc. ","Sandy Spring Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
SATS,EchoStar Corporation ,EchoStar Corporation - common stock,Q,N,N,100.0,N,N
SAUC,"Diversified Restaurant Holdings, Inc. ","Diversified Restaurant Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
SAVE,"Spirit Airlines, Inc. ","Spirit Airlines, Inc. - Common Stock",Q,N,N,100.0,N,N
SBAC,SBA Communications Corporation ,SBA Communications Corporation - Class A Common Stock,Q,N,N,100.0,N,N
SBBP,Strongbridge Biopharma plc ,Strongbridge Biopharma plc - Ordinary Shares,Q,N,N,100.0,N,N
SBBX,Sussex Bancorp ,Sussex Bancorp - Common Stock,G,N,N,100.0,N,N
SBCF,Seacoast Banking Corporation of Florida ,Seacoast Banking Corporation of Florida - Common Stock,Q,N,N,100.0,N,N
SBCP,"Sunshine Bancorp, Inc. ","Sunshine Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
SBFG,"SB Financial Group, Inc. ","SB Financial Group, Inc. - Common Stock",S,N,N,100.0,N,N
SBFGP,"SB Financial Group, Inc. ","SB Financial Group, Inc. - Depositary Shares each representing a 1/100th interest in a 6.50% Noncumulative convertible perpetual preferred share, Series A",S,N,N,100.0,N,N
SBGI,"Sinclair Broadcast Group, Inc. ","Sinclair Broadcast Group, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
SBLK,Star Bulk Carriers Corp. ,Star Bulk Carriers Corp. - Common Shares,Q,N,N,100.0,N,N
SBLKL,Star Bulk Carriers Corp. ,Star Bulk Carriers Corp. - 8.00% Senior Notes Due 2019,Q,N,N,100.0,N,N
SBNY,Signature Bank ,Signature Bank - Common Stock,Q,N,N,100.0,N,N
SBNYW,Signature Bank ,Signature Bank - Warrants 12/12/2018,Q,N,N,100.0,N,N
SBOT,"Stellar Biotechnologies, Inc. ","Stellar Biotechnologies, Inc. - Common Stock",S,N,N,100.0,N,N
SBPH,"Spring Bank Pharmaceuticals, Inc. ","Spring Bank Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
SBRA,"Sabra Healthcare REIT, Inc. ","Sabra Healthcare REIT, Inc. - Common Stock",Q,N,N,100.0,N,N
SBRAP,"Sabra Healthcare REIT, Inc. ","Sabra Healthcare REIT, Inc. - 7.125% Preferred Series A (United States)",Q,N,N,100.0,N,N
SBSI,"Southside Bancshares, Inc. ","Southside Bancshares, Inc. - Common Stock",Q,N,N,100.0,N,N
SBUX,Starbucks Corporation ,Starbucks Corporation - Common Stock,Q,N,N,100.0,N,N
SCAC,Saban Capital Acquisition Corp. ,Saban Capital Acquisition Corp. - Class A Ordinary Share,S,N,N,100.0,N,N
SCACU,Saban Capital Acquisition Corp. ,Saban Capital Acquisition Corp. - Units,S,N,N,100.0,N,N
SCACW,Saban Capital Acquisition Corp. ,Saban Capital Acquisition Corp. - Warrants,S,N,N,100.0,N,N
SCHL,Scholastic Corporation ,Scholastic Corporation - Common Stock,Q,N,N,100.0,N,N
SCHN,"Schnitzer Steel Industries, Inc. ","Schnitzer Steel Industries, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
SCKT,"Socket Mobile, Inc. ","Socket Mobile, Inc. - Common Stock",S,N,N,100.0,N,N
SCLN,"SciClone Pharmaceuticals, Inc. ","SciClone Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
SCMP,"Sucampo Pharmaceuticals, Inc. ","Sucampo Pharmaceuticals, Inc. - Class A Common Stock",G,N,N,100.0,N,N
SCON,Superconductor Technologies Inc. ,Superconductor Technologies Inc. - Common Stock,S,N,N,100.0,N,N
SCSC,"ScanSource, Inc. ","ScanSource, Inc. - Common Stock",Q,N,N,100.0,N,N
SCSS,Select Comfort Corporation ,Select Comfort Corporation - Common Stock,Q,N,N,100.0,N,N
SCVL,"Shoe Carnival, Inc. ","Shoe Carnival, Inc. - Common Stock",Q,N,N,100.0,N,N
SCWX,SecureWorks Corp. ,SecureWorks Corp. - Class A Common Stock,Q,N,N,100.0,N,N
SCYX,"SCYNEXIS, Inc. ","SCYNEXIS, Inc. - Common Stock",G,N,N,100.0,N,N
SCZ,iShares MSCI EAFE Small,iShares MSCI EAFE Small-Cap ETF,G,N,N,100.0,Y,N
SEAC,"SeaChange International, Inc. ","SeaChange International, Inc. - Common Stock",Q,N,N,100.0,N,N
SEDG,"SolarEdge Technologies, Inc. ","SolarEdge Technologies, Inc. - Common Stock",Q,N,N,100.0,N,N
SEED,Origin Agritech Limited ,Origin Agritech Limited - Common Stock,Q,N,N,100.0,N,N
SEIC,SEI Investments Company ,SEI Investments Company - Common Stock,Q,N,N,100.0,N,N
SELB,"Selecta Biosciences, Inc. ","Selecta Biosciences, Inc. - Common Stock",G,N,N,100.0,N,N
SELF,"Global Self Storage, Inc. ","Global Self Storage, Inc. - Common Stock",S,N,N,100.0,N,N
SENEA,Seneca Foods Corp. ,Seneca Foods Corp. - Class A Common Stock,Q,N,N,100.0,N,N
SENEB,Seneca Foods Corp. ,Seneca Foods Corp. - Class B Common Stock,Q,N,N,100.0,N,N
SEV,"Sevcon, Inc. ","Sevcon, Inc. - Common Stock",S,N,N,100.0,N,N
SFBC,"Sound Financial Bancorp, Inc. ","Sound Financial Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
SFBS,"ServisFirst Bancshares, Inc. ","ServisFirst Bancshares, Inc. - Common Stock",Q,N,N,100.0,N,N
SFLY,"Shutterfly, Inc. ","Shutterfly, Inc. - Common Stock",Q,N,N,100.0,N,N
SFM,"Sprouts Farmers Market, Inc. ","Sprouts Farmers Market, Inc. - Common Stock",Q,N,N,100.0,N,N
SFNC,Simmons First National Corporation ,Simmons First National Corporation - Common Stock,Q,N,N,100.0,N,N
SFST,"Southern First Bancshares, Inc. ","Southern First Bancshares, Inc. - Common Stock",G,N,N,100.0,N,N
SGBK,Stonegate Bank ,Stonegate Bank - Common Stock,Q,N,N,100.0,N,N
SGC,"Superior Uniform Group, Inc. ","Superior Uniform Group, Inc. - Common Stock",G,N,N,100.0,N,N
SGEN,"Seattle Genetics, Inc. ","Seattle Genetics, Inc. - Common Stock",Q,N,N,100.0,N,N
SGLB,"Sigma Labs, Inc. ","Sigma Labs, Inc. - Common Stock",S,N,N,100.0,N,N
SGLBW,"Sigma Labs, Inc. ","Sigma Labs, Inc. - Warrant",S,N,N,100.0,N,N
SGMA,"SigmaTron International, Inc. ","SigmaTron International, Inc. - Common Stock",S,N,N,100.0,N,N
SGMO,"Sangamo Therapeutics, Inc. ","Sangamo Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
SGMS,Scientific Games Corp ,Scientific Games Corp - Class A Common Stock,Q,N,N,100.0,N,N
SGOC,"SGOCO Group, Ltd ","SGOCO Group, Ltd - Ordinary Shares (Cayman Islands)",S,N,N,100.0,N,N
SGQI,Janus SG Global Quality Income ETF,Janus SG Global Quality Income ETF,G,N,N,100.0,Y,N
SGRP,"SPAR Group, Inc. ","SPAR Group, Inc. - Common Stock",S,N,N,100.0,N,N
SGRY,"Surgery Partners, Inc. ","Surgery Partners, Inc. - Common Stock",Q,N,N,100.0,N,N
SGYP,"Synergy Pharmaceuticals, Inc. ","Synergy Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
SHBI,Shore Bancshares Inc ,Shore Bancshares Inc - Common Stock,Q,N,N,100.0,N,N
SHEN,Shenandoah Telecommunications Co ,Shenandoah Telecommunications Co - Common Stock,Q,N,N,100.0,N,N
SHIP,Seanergy Maritime Holdings Corp ,Seanergy Maritime Holdings Corp - Common Stock,S,N,N,100.0,N,N
SHIPW,Seanergy Maritime Holdings Corp ,Seanergy Maritime Holdings Corp - Class A Warrants,S,N,N,100.0,N,N
SHLD,Sears Holdings Corporation ,Sears Holdings Corporation - Common Stock,Q,N,N,100.0,N,N
SHLDW,Sears Holdings Corporation ,Sears Holdings Corporation - Warrant,Q,N,N,100.0,N,N
SHLM,"A. Schulman, Inc. ","A. Schulman, Inc. - Common Stock",Q,N,N,100.0,N,N
SHLO,"Shiloh Industries, Inc. ","Shiloh Industries, Inc. - Common Stock",Q,N,N,100.0,N,N
SHOO,"Steven Madden, Ltd. ","Steven Madden, Ltd. - Common Stock",Q,N,N,100.0,N,N
SHOR,"ShoreTel, Inc. ","ShoreTel, Inc. - Common Stock",Q,N,N,100.0,N,N
SHOS,"Sears Hometown and Outlet Stores, Inc. ","Sears Hometown and Outlet Stores, Inc. - Common Stock",S,N,N,100.0,N,N
SHPG,Shire plc ,"Shire plc - American Depositary Shares, each representing three Ordinary Shares",Q,N,N,100.0,N,N
